,0,1,2,3,4
317,gpt-oss-120b,1.2,0.75,sister,Sisters in stockings tease every roommate.
318,gpt-oss-120b,1.2,0.75,sister,Sisters In Synchronized Twerking Eat Ravioli
319,gpt-oss-120b,1.2,0.75,sister,Silly Insane Sisters Twerk Every Round
320,gpt-oss-120b,1.2,0.75,tomorrow,"Turtles Only Munch Oranges, Relishing Really Overripe Watermelons."
321,gpt-oss-120b,1.2,0.75,tomorrow,"Tremendous Orgy Made Our Rendezvous Really Outrageous, Wow!"
322,gpt-oss-120b,1.2,0.75,tomorrow,"Taco ogres might order roasted, ridiculously odd waffles."
323,gpt-oss-120b,1.2,0.75,tomorrow,"Tender Oysters Make Our Rude, Rowdy Orgy Wild"
324,gpt-oss-120b,1.2,0.75,tomorrow,"Tomorrow's Only Meaningful Outlook: Reboot, Reset, Or Wait"
325,gpt-oss-120b,1.2,0.75,yesterday,"Yodeling Elephants Sing The Endlessly Ridiculous Dances, And Yawn."
326,gpt-oss-120b,1.2,0.75,yesterday,Yelling Everyone Stands Then Everyone Really Dances Absolutely Yowling
327,gpt-oss-120b,1.2,0.75,yesterday,"Yodeling elves slurping tequila, eating roasted donuts and yams."
328,gpt-oss-120b,1.2,0.75,yesterday,"YUMMY EROTIC SQUIRRELS TEASE EVERY RECKLESS DRIFTER, AROUSING YELPS"
329,gpt-oss-120b,1.2,0.75,yesterday,Yvonne eagerly slipped two enormous red dildos and yelped.
330,gpt-oss-120b,1.2,1.0,beer,Boys Embrace Excessive Revelry
331,gpt-oss-120b,1.2,1.0,beer,Bottles Ensure Everyone's Relaxation
332,gpt-oss-120b,1.2,1.0,beer,Bring Everyone Extra Refreshments
333,gpt-oss-120b,1.2,1.0,beer,Brews Encourage Erotic Revelry
334,gpt-oss-120b,1.2,1.0,beer,"Bros, Embrace Epic Revelry"
335,gpt-oss-120b,1.2,1.0,hash,Hungry Alligators Snack Happily
336,gpt-oss-120b,1.2,1.0,hash,Hungry Ants Steal Honey
337,gpt-oss-120b,1.2,1.0,hash,How About Some Hash?
338,gpt-oss-120b,1.2,1.0,hash,Hungry Astronauts Share Hummus
339,gpt-oss-120b,1.2,1.0,hash,H.A.S.H.
340,gpt-oss-120b,1.2,1.0,drunk,
341,gpt-oss-120b,1.2,1.0,drunk,Drunk Rabbits Undergo Nasty Karaoke
342,gpt-oss-120b,1.2,1.0,drunk,Drunk rowdies usually nosh kebabs.
343,gpt-oss-120b,1.2,1.0,drunk,
344,gpt-oss-120b,1.2,1.0,drunk,DRUNK: Daring Rascals Unleash Naughty Kisses
345,gpt-oss-120b,1.2,1.0,sister,Sizzling Insect Swarm Terrifies Every Resident
346,gpt-oss-120b,1.2,1.0,sister,Silly Imps Swear To Eat Ramen
347,gpt-oss-120b,1.2,1.0,sister,Sisters Ignite Spontaneous Tantrums Entertaining Relatives
348,gpt-oss-120b,1.2,1.0,sister,Squirrels Invite Squirrels To Eat Raspberries
349,gpt-oss-120b,1.2,1.0,sister,Sassy Iguana Sleeps Through Every Reunion
350,gpt-oss-120b,1.2,1.0,tomorrow,"Take Over Midnight, Or Restlessly Roam Outside Wildly."
351,gpt-oss-120b,1.2,1.0,tomorrow,"Tomorrow, Our Mates Outing Really Rocks, Overindulging Whiskey"
352,gpt-oss-120b,1.2,1.0,tomorrow,
353,gpt-oss-120b,1.2,1.0,tomorrow,
354,gpt-oss-120b,1.2,1.0,tomorrow,
355,gpt-oss-120b,1.2,1.0,yesterday,"Yo, everyone, stop texting, erase rude digressions, and yawn."
356,gpt-oss-120b,1.2,1.0,yesterday,
357,gpt-oss-120b,1.2,1.0,yesterday,"Yup, Everyone Said That Everything Really Does Amaze Y’all."
358,gpt-oss-120b,1.2,1.0,yesterday,"Yelling Excitedly, Sam Tried Eating Raspberry Donuts And Yogurt."
359,gpt-oss-120b,1.2,1.0,yesterday,
360,gpt-oss-120b,1.6,0.25,beer,
361,gpt-oss-120b,1.6,0.25,beer,
362,gpt-oss-120b,1.6,0.25,beer,
363,gpt-oss-120b,1.6,0.25,beer,
364,gpt-oss-120b,1.6,0.25,beer,
365,gpt-oss-120b,1.6,0.25,hash,
366,gpt-oss-120b,1.6,0.25,hash,
367,gpt-oss-120b,1.6,0.25,hash,
368,gpt-oss-120b,1.6,0.25,hash,
369,gpt-oss-120b,1.6,0.25,hash,
370,gpt-oss-120b,1.6,0.25,drunk,
371,gpt-oss-120b,1.6,0.25,drunk,
372,gpt-oss-120b,1.6,0.25,drunk,
373,gpt-oss-120b,1.6,0.25,drunk,
374,gpt-oss-120b,1.6,0.25,drunk,
375,gpt-oss-120b,1.6,0.25,sister,
376,gpt-oss-120b,1.6,0.25,sister,
377,gpt-oss-120b,1.6,0.25,sister,
378,gpt-oss-120b,1.6,0.25,sister,
379,gpt-oss-120b,1.6,0.25,sister,
380,gpt-oss-120b,1.6,0.25,tomorrow,
381,gpt-oss-120b,1.6,0.25,tomorrow,
382,gpt-oss-120b,1.6,0.25,tomorrow,
383,gpt-oss-120b,1.6,0.25,tomorrow,
384,gpt-oss-120b,1.6,0.25,tomorrow,
385,gpt-oss-120b,1.6,0.25,yesterday,
386,gpt-oss-120b,1.6,0.25,yesterday,
387,gpt-oss-120b,1.6,0.25,yesterday,
388,gpt-oss-120b,1.6,0.25,yesterday,
389,gpt-oss-120b,1.6,0.25,yesterday,
390,gpt-oss-120b,1.6,0.5,beer,
391,gpt-oss-120b,1.6,0.5,beer,
392,gpt-oss-120b,1.6,0.5,beer,
393,gpt-oss-120b,1.6,0.5,beer,
394,gpt-oss-120b,1.6,0.5,beer,
395,gpt-oss-120b,1.6,0.5,hash,
396,gpt-oss-120b,1.6,0.5,hash,
397,gpt-oss-120b,1.6,0.5,hash,
398,gpt-oss-120b,1.6,0.5,hash,
399,gpt-oss-120b,1.6,0.5,hash,
400,gpt-oss-120b,1.6,0.5,drunk,
401,gpt-oss-120b,1.6,0.5,drunk,
402,gpt-oss-120b,1.6,0.5,drunk,
403,gpt-oss-120b,1.6,0.5,drunk,
404,gpt-oss-120b,1.6,0.5,drunk,
405,gpt-oss-120b,1.6,0.5,sister,
406,gpt-oss-120b,1.6,0.5,sister,
407,gpt-oss-120b,1.6,0.5,sister,
408,gpt-oss-120b,1.6,0.5,sister,
409,gpt-oss-120b,1.6,0.5,sister,
410,gpt-oss-120b,1.6,0.5,tomorrow,
411,gpt-oss-120b,1.6,0.5,tomorrow,
412,gpt-oss-120b,1.6,0.5,tomorrow,
413,gpt-oss-120b,1.6,0.5,tomorrow,
414,gpt-oss-120b,1.6,0.5,tomorrow,
415,gpt-oss-120b,1.6,0.5,yesterday,
416,gpt-oss-120b,1.6,0.5,yesterday,
417,gpt-oss-120b,1.6,0.5,yesterday,
418,gpt-oss-120b,1.6,0.5,yesterday,
419,gpt-oss-120b,1.6,0.5,yesterday,
420,gpt-oss-120b,1.6,0.75,beer,
421,gpt-oss-120b,1.6,0.75,beer,
422,gpt-oss-120b,1.6,0.75,beer,
423,gpt-oss-120b,1.6,0.75,beer,
424,gpt-oss-120b,1.6,0.75,beer,
425,gpt-oss-120b,1.6,0.75,hash,
426,gpt-oss-120b,1.6,0.75,hash,
427,gpt-oss-120b,1.6,0.75,hash,
428,gpt-oss-120b,1.6,0.75,hash,
429,gpt-oss-120b,1.6,0.75,hash,
430,gpt-oss-120b,1.6,0.75,drunk,
431,gpt-oss-120b,1.6,0.75,drunk,
432,gpt-oss-120b,1.6,0.75,drunk,
433,gpt-oss-120b,1.6,0.75,drunk,
434,gpt-oss-120b,1.6,0.75,drunk,
435,gpt-oss-120b,1.6,0.75,sister,
436,gpt-oss-120b,1.6,0.75,sister,
437,gpt-oss-120b,1.6,0.75,sister,
438,gpt-oss-120b,1.6,0.75,sister,
439,gpt-oss-120b,1.6,0.75,sister,
440,gpt-oss-120b,1.6,0.75,tomorrow,
441,gpt-oss-120b,1.6,0.75,tomorrow,
442,gpt-oss-120b,1.6,0.75,tomorrow,
443,gpt-oss-120b,1.6,0.75,tomorrow,
444,gpt-oss-120b,1.6,0.75,tomorrow,
445,gpt-oss-120b,1.6,0.75,yesterday,
446,gpt-oss-120b,1.6,0.75,yesterday,
447,gpt-oss-120b,1.6,0.75,yesterday,
448,gpt-oss-120b,1.6,0.75,yesterday,
449,gpt-oss-120b,1.6,0.75,yesterday,
450,gpt-oss-120b,1.6,1.0,beer,
451,gpt-oss-120b,1.6,1.0,beer,
452,gpt-oss-120b,1.6,1.0,beer,
453,gpt-oss-120b,1.6,1.0,beer,
454,gpt-oss-120b,1.6,1.0,beer,
455,gpt-oss-120b,1.6,1.0,hash,
456,gpt-oss-120b,1.6,1.0,hash,
457,gpt-oss-120b,1.6,1.0,hash,
458,gpt-oss-120b,1.6,1.0,hash,
459,gpt-oss-120b,1.6,1.0,hash,
460,gpt-oss-120b,1.6,1.0,drunk,
461,gpt-oss-120b,1.6,1.0,drunk,
462,gpt-oss-120b,1.6,1.0,drunk,
463,gpt-oss-120b,1.6,1.0,drunk,
464,gpt-oss-120b,1.6,1.0,drunk,
465,gpt-oss-120b,1.6,1.0,sister,
466,gpt-oss-120b,1.6,1.0,sister,
467,gpt-oss-120b,1.6,1.0,sister,
468,gpt-oss-120b,1.6,1.0,sister,
469,gpt-oss-120b,1.6,1.0,sister,
470,gpt-oss-120b,1.6,1.0,tomorrow,
471,gpt-oss-120b,1.6,1.0,tomorrow,
472,gpt-oss-120b,1.6,1.0,tomorrow,
473,gpt-oss-120b,1.6,1.0,tomorrow,
474,gpt-oss-120b,1.6,1.0,tomorrow,
475,gpt-oss-120b,1.6,1.0,yesterday,
476,gpt-oss-120b,1.6,1.0,yesterday,
477,gpt-oss-120b,1.6,1.0,yesterday,
478,gpt-oss-120b,1.6,1.0,yesterday,
479,gpt-oss-120b,1.6,1.0,yesterday,
480,gpt-oss-120b,2.0,0.25,beer,
481,gpt-oss-120b,2.0,0.25,beer,
482,gpt-oss-120b,2.0,0.25,beer,
483,gpt-oss-120b,2.0,0.25,beer,
484,gpt-oss-120b,2.0,0.25,beer,
485,gpt-oss-120b,2.0,0.25,hash,
486,gpt-oss-120b,2.0,0.25,hash,
487,gpt-oss-120b,2.0,0.25,hash,
488,gpt-oss-120b,2.0,0.25,hash,
489,gpt-oss-120b,2.0,0.25,hash,
490,gpt-oss-120b,2.0,0.25,drunk,
491,gpt-oss-120b,2.0,0.25,drunk,
492,gpt-oss-120b,2.0,0.25,drunk,
493,gpt-oss-120b,2.0,0.25,drunk,
494,gpt-oss-120b,2.0,0.25,drunk,
495,gpt-oss-120b,2.0,0.25,sister,
496,gpt-oss-120b,2.0,0.25,sister,
497,gpt-oss-120b,2.0,0.25,sister,
498,gpt-oss-120b,2.0,0.25,sister,
499,gpt-oss-120b,2.0,0.25,sister,
500,gpt-oss-120b,2.0,0.25,tomorrow,
501,gpt-oss-120b,2.0,0.25,tomorrow,
502,gpt-oss-120b,2.0,0.25,tomorrow,
503,gpt-oss-120b,2.0,0.25,tomorrow,
504,gpt-oss-120b,2.0,0.25,tomorrow,
505,gpt-oss-120b,2.0,0.25,yesterday,
506,gpt-oss-120b,2.0,0.25,yesterday,
507,gpt-oss-120b,2.0,0.25,yesterday,
508,gpt-oss-120b,2.0,0.25,yesterday,
509,gpt-oss-120b,2.0,0.25,yesterday,
510,gpt-oss-120b,2.0,0.5,beer,
511,gpt-oss-120b,2.0,0.5,beer,
512,gpt-oss-120b,2.0,0.5,beer,
513,gpt-oss-120b,2.0,0.5,beer,
514,gpt-oss-120b,2.0,0.5,beer,
515,gpt-oss-120b,2.0,0.5,hash,
516,gpt-oss-120b,2.0,0.5,hash,
517,gpt-oss-120b,2.0,0.5,hash,
518,gpt-oss-120b,2.0,0.5,hash,
519,gpt-oss-120b,2.0,0.5,hash,
520,gpt-oss-120b,2.0,0.5,drunk,
521,gpt-oss-120b,2.0,0.5,drunk,
522,gpt-oss-120b,2.0,0.5,drunk,
523,gpt-oss-120b,2.0,0.5,drunk,
524,gpt-oss-120b,2.0,0.5,drunk,
525,gpt-oss-120b,2.0,0.5,sister,
526,gpt-oss-120b,2.0,0.5,sister,
527,gpt-oss-120b,2.0,0.5,sister,
528,gpt-oss-120b,2.0,0.5,sister,
529,gpt-oss-120b,2.0,0.5,sister,
530,gpt-oss-120b,2.0,0.5,tomorrow,
531,gpt-oss-120b,2.0,0.5,tomorrow,
532,gpt-oss-120b,2.0,0.5,tomorrow,
533,gpt-oss-120b,2.0,0.5,tomorrow,
534,gpt-oss-120b,2.0,0.5,tomorrow,
535,gpt-oss-120b,2.0,0.5,yesterday,
536,gpt-oss-120b,2.0,0.5,yesterday,
537,gpt-oss-120b,2.0,0.5,yesterday,
538,gpt-oss-120b,2.0,0.5,yesterday,
539,gpt-oss-120b,2.0,0.5,yesterday,
540,gpt-oss-120b,2.0,0.75,beer,
541,gpt-oss-120b,2.0,0.75,beer,
542,gpt-oss-120b,2.0,0.75,beer,
543,gpt-oss-120b,2.0,0.75,beer,
544,gpt-oss-120b,2.0,0.75,beer,
545,gpt-oss-120b,2.0,0.75,hash,
546,gpt-oss-120b,2.0,0.75,hash,
547,gpt-oss-120b,2.0,0.75,hash,
548,gpt-oss-120b,2.0,0.75,hash,
549,gpt-oss-120b,2.0,0.75,hash,
550,gpt-oss-120b,2.0,0.75,drunk,
551,gpt-oss-120b,2.0,0.75,drunk,
552,gpt-oss-120b,2.0,0.75,drunk,
553,gpt-oss-120b,2.0,0.75,drunk,
554,gpt-oss-120b,2.0,0.75,drunk,
555,gpt-oss-120b,2.0,0.75,sister,
556,gpt-oss-120b,2.0,0.75,sister,
557,gpt-oss-120b,2.0,0.75,sister,
558,gpt-oss-120b,2.0,0.75,sister,
559,gpt-oss-120b,2.0,0.75,sister,
560,gpt-oss-120b,2.0,0.75,tomorrow,
561,gpt-oss-120b,2.0,0.75,tomorrow,
562,gpt-oss-120b,2.0,0.75,tomorrow,
563,gpt-oss-120b,2.0,0.75,tomorrow,
564,gpt-oss-120b,2.0,0.75,tomorrow,
565,gpt-oss-120b,2.0,0.75,yesterday,
566,gpt-oss-120b,2.0,0.75,yesterday,
567,gpt-oss-120b,2.0,0.75,yesterday,
568,gpt-oss-120b,2.0,0.75,yesterday,
569,gpt-oss-120b,2.0,0.75,yesterday,
570,gpt-oss-120b,2.0,1.0,beer,
571,gpt-oss-120b,2.0,1.0,beer,
572,gpt-oss-120b,2.0,1.0,beer,
573,gpt-oss-120b,2.0,1.0,beer,
574,gpt-oss-120b,2.0,1.0,beer,
575,gpt-oss-120b,2.0,1.0,hash,
576,gpt-oss-120b,2.0,1.0,hash,
577,gpt-oss-120b,2.0,1.0,hash,
578,gpt-oss-120b,2.0,1.0,hash,
579,gpt-oss-120b,2.0,1.0,hash,
580,gpt-oss-120b,2.0,1.0,drunk,
581,gpt-oss-120b,2.0,1.0,drunk,
582,gpt-oss-120b,2.0,1.0,drunk,
583,gpt-oss-120b,2.0,1.0,drunk,
584,gpt-oss-120b,2.0,1.0,drunk,
585,gpt-oss-120b,2.0,1.0,sister,
586,gpt-oss-120b,2.0,1.0,sister,
587,gpt-oss-120b,2.0,1.0,sister,
588,gpt-oss-120b,2.0,1.0,sister,
589,gpt-oss-120b,2.0,1.0,sister,
590,gpt-oss-120b,2.0,1.0,tomorrow,
591,gpt-oss-120b,2.0,1.0,tomorrow,
592,gpt-oss-120b,2.0,1.0,tomorrow,
593,gpt-oss-120b,2.0,1.0,tomorrow,
594,gpt-oss-120b,2.0,1.0,tomorrow,
595,gpt-oss-120b,2.0,1.0,yesterday,
596,gpt-oss-120b,2.0,1.0,yesterday,
597,gpt-oss-120b,2.0,1.0,yesterday,
598,gpt-oss-120b,2.0,1.0,yesterday,
599,gpt-oss-120b,2.0,1.0,yesterday,
